"bin_1","bin_2","bin_3","bin_4","bin_5","bin_6","bin_7","bin_8","bin_9","bin_10","bin_11","bin_12","bin_13","bin_14","bin_15","bin_16","bin_17","bin_18","bin_19","bin_20","bin_21","bin_22","bin_23","bin_24","bin_25","bin_26","bin_27","bin_28","bin_29","bin_30","bin_31","bin_32","bin_33","bin_34","bin_35","bin_36","bin_37","bin_38","bin_39","numpts","indvdID"
"0.09117091","0.04386880","0.02758335","0.01945017","0.01616516","0.01577684","0.01793531","0.02513326","0.04813841","0.09250590","0.08735143","0.06536714","0.05705539","0.07078521","0.11600083","0.18935876","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",169,"MLBS00137"
"0.105102505","0.021019313","0.008131314","0.006826892","0.009625363","0.015305956","0.021826064","0.038965772","0.079860252","0.100488921","0.096712921","0.101384087","0.115300203","0.120397922","0.099786287","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",266,"MLBS00138A"
"0.17529433","0.04040055","0.01944069","0.01448458","0.01218757","0.01261207","0.01769006","0.03389243","0.06395075","0.07757264","0.08082886","0.09905750","0.12579853","0.10699954","0.06628159","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",524,"MLBS00139"
"0.11469249","0.03291450","0.01464610","0.01085503","0.01180701","0.01547834","0.02006703","0.02536684","0.03321027","0.04317553","0.05135438","0.05768524","0.06871456","0.08924557","0.10873860","0.11337247","0.10282936","0.08307659","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",1224,"MLBS001390"
"0.16671111","0.03580974","0.01932407","0.01950423","0.01857185","0.01803951","0.02471771","0.04383351","0.10128049","0.15618539","0.13209955","0.10065567","0.08118434","0.06158329","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",199,"MLBS00143"
"0.14917402","0.03120274","0.01297457","0.01114591","0.01388242","0.01703638","0.01665063","0.01351616","0.01339905","0.01906893","0.03413676","0.06630242","0.11336997","0.16014668","0.14340129","0.09984516","0.06226404","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",454,"MLBS00144"
"0.15428650","0.03652064","0.01996043","0.01853669","0.01611883","0.01298743","0.01029874","0.01161277","0.02088982","0.04462060","0.06510212","0.08947249","0.12558112","0.17868856","0.18184086","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",215,"MLBS00146"
"0.12754242","0.04692096","0.03481591","0.04228362","0.04551557","0.03761010","0.03025440","0.02656442","0.02837648","0.03405740","0.04624748","0.07231143","0.11508220","0.14507271","0.10479585","0.04522931","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",401,"MLBS00147A"
"0.09318348","0.03167263","0.01598962","0.01149721","0.01192391","0.01593584","0.02234944","0.03078835","0.04145688","0.04810013","0.05957067","0.09338336","0.12281738","0.11922590","0.11654120","0.12250179","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",252,"MLBS00154"
"0.08976354","0.03087554","0.02362344","0.03249769","0.04037009","0.02873161","0.02293000","0.03493269","0.09680820","0.16873761","0.10655792","0.05604592","0.06690867","0.14665198","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",59,"MLBS00155"
"0.225117188","0.041207038","0.014470640","0.009034801","0.007689855","0.006836284","0.006566164","0.007622658","0.010956623","0.017496373","0.026383366","0.039187416","0.058897847","0.069068172","0.080739179","0.125171686","0.241409902","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",526,"MLBS00162"
"0.10446613","0.03644430","0.02176782","0.01956611","0.01840602","0.01664543","0.01891395","0.03024547","0.05469992","0.08051883","0.08813638","0.07998967","0.08802743","0.11376883","0.11279921","0.08471415","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",397,"MLBS00168A"
"0.169883189","0.040919044","0.017663406","0.010691136","0.008460059","0.007734057","0.007211200","0.007578157","0.009530629","0.013792029","0.022565625","0.041552364","0.071969971","0.084405536","0.099561821","0.142402087","0.230788146","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",265,"MLBS00170A"
"0.057363116","0.029283029","0.020373196","0.013515384","0.009611942","0.010112890","0.016827656","0.037729855","0.066065118","0.076219199","0.077455688","0.089395381","0.088329748","0.102873615","0.252112892","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",109,"MLBS00171"
"0.08963946","0.02695887","0.01382020","0.01154939","0.01270525","0.01495431","0.01712459","0.02520279","0.04910586","0.09099422","0.07122788","0.05964627","0.07372353","0.08996192","0.13873979","0.21327259","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",81,"MLBS00172"
"0.146551937","0.024195429","0.009380964","0.008553237","0.011813556","0.018865734","0.030505610","0.045379787","0.079887624","0.114754929","0.054277096","0.028343424","0.031366082","0.086361010","0.304326637","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",65,"MLBS00173"
"0.048777638","0.008455797","0.002580103","0.001626971","0.001984578","0.003875774","0.008638735","0.016223948","0.038086282","0.091939172","0.140879663","0.168564665","0.106001975","0.097338274","0.203641030","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",128,"MLBS00175"
"0.049977833","0.018426463","0.009163345","0.006069546","0.004988293","0.005166822","0.006635297","0.009653213","0.015465871","0.026008965","0.040586846","0.057911535","0.074909093","0.100257737","0.134503830","0.162817180","0.151252073","0.105584696","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",332,"MLBS00177"
"0.103801191","0.031026950","0.014484553","0.009455148","0.006717371","0.005166607","0.004809417","0.005778790","0.009029824","0.017765208","0.035404528","0.053322481","0.063582147","0.074878881","0.104666330","0.143983310","0.160988563","0.131542281","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",457,"MLBS00178A"
"0.04137514","0.02761155","0.02076446","0.01510415","0.01297709","0.01486479","0.01962574","0.02706850","0.03421164","0.04185441","0.05017999","0.06800766","0.10078468","0.14645370","0.18915968","0.17408771","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",224,"MLBS0017A"
"0.199876701","0.044796177","0.019748264","0.012354232","0.006830492","0.003843061","0.002820413","0.003049716","0.004869298","0.010385231","0.025154883","0.053353664","0.083630725","0.093696357","0.095851062","0.123714901","0.165904693","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",651,"MLBS00181"
"0.075012510","0.013259050","0.003776024","0.001958240","0.001729223","0.002304578","0.004312780","0.010167937","0.025341077","0.045721817","0.056255421","0.076079716","0.094216121","0.126961897","0.139822412","0.140204179","0.148731229","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",204,"MLBS00183"
"0.139134962","0.031481045","0.013704637","0.012177605","0.015406843","0.016261104","0.012560166","0.009210246","0.007505730","0.008035334","0.012004573","0.024183734","0.052822980","0.097945552","0.116245117","0.133905193","0.164056742","0.131030535","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000","0.000000000",135,"MLBS00186"
"0.14684718","0.03580112","0.01658636","0.01419613","0.01695185","0.02116510","0.02045498","0.01643347","0.01543288","0.02266633","0.04570803","0.08081595","0.09259179","0.09120947","0.11771976","0.24448299","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",247,"MLBS00187"
